134.14	68.00	24.61	39.20
135.28	69.88	24.76	38.85
136.07	72.73	24.84	38.54
135.49	76.61	26.69	35.44
138.42	78.65	23.61	45.38
138.02	80.27	23.71	45.73
138.41	82.51	23.91	47.71
137.80	84.01	25.00	48.15
137.37	85.26	25.23	50.18
137.63	89.53	26.36	43.78
136.49	91.91	26.54	44.32
135.52	98.28	30.10	36.90
136.98	100.92	29.40	35.06
138.02	102.81	29.20	36.75
134.48	108.14	29.50	39.40
136.92	111.81	28.89	43.20
138.35	113.85	27.76	45.18
136.18	116.85	29.38	46.26
136.98	120.10	28.30	51.20
